Rk,PFF Name,displayName,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb▼,Solo,Ast,TFL,QBHits,Sfty
1158,Mack Hollins,Mack Hollins,LVR,29,WR,17,16,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
1159,Josh Jacobs*+,Josh Jacobs,LVR,24,RB,17,17,,,0,,,0,0.18,1,0,0,0,0.18,0.12,0.06,0,0,
1160,Jakob Johnson,Jakob Johnson,LVR,28,FB,17,9,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
1161,Drake London,Drake London,ATL,21,WR,17,15,,,0,,,0,0.18,0,0,0,0,0.18,0.12,0.06,0,0,
1162,Taylor Moton,Taylor Moton,CAR,28,T,17,17,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
1163,Jason Myers*,Jason Myers,SEA,31,K,17,0,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
1164,Isiah Pacheco,Isiah Pacheco,KAN,23,RB,17,11,,,0,,,0,0.24,2,2,0,0,0.18,0.12,0.06,0,0,
1165,Luke Rhodes,Luke Rhodes,IND,30,LS,17,0,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
1166,Trent Sherfield,Trent Sherfield,MIA,26,WR,17,4,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
1167,Cam Sims,Cam Sims,WAS,26,WR,17,3,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
1168,Tim Jones,Tim Jones,JAX,24,WR,17,1,,,0,,,,,,,0,0,0.18,0.06,0.12,0,0,
1169,Rick Lovato,Rick Lovato,PHI,30,LS,17,0,,,0,,,,,,,0,0,0.18,0.06,0.12,0,0,
1170,Liam McCullough,Liam McCullough,ATL,25,LS,17,0,,,0,,,,,,,0,0,0.18,0.06,0.12,0,0,
1171,Anthony Schwartz,Anthony Schwartz,CLE,22,WR,11,1,,,0,,,0,0.09,0,0,0,0,0.18,0.09,0.09,0,0,
1172,Nick Niemann,Nick Niemann,LAC,25,LB,17,0,,,0,,,,,,,0,0,0.18,0,0.18,0,0,
1173,Avery Williams,Avery Williams,ATL,24,RB,17,3,,,0,,,0,0.06,0,0,0,0,0.18,0,0.18,0,0,
1174,Duane Brown,Duane Brown,NYJ,37,T,12,12,,,0,,,,,,,0,0,0.17,0.17,0,0,0,
1175,Malik Davis,Malik Davis,DAL,24,RB,12,0,,,0,,,,,,,0,0,0.17,0.17,0,0,0,
1176,Jahan Dotson,Jahan Dotson,WAS,22,WR,12,10,,,0,,,,,,,0,0,0.17,0.17,0,0,0,
1177,Max Garcia,Max Garcia,ARI,31,OL,12,7,,,0,,,,,,,0,0,0.17,0.17,0,0,0,
1178,Darnell Mooney,Darnell Mooney,CHI,25,WR,12,12,,,0,,,,,,,0,0,0.17,0.17,0,0,0,
1179,Ryan Tannehill,Ryan Tannehill,TEN,34,QB,12,12,,,0,,,0,0.25,0,-1,0,0,0.17,0.17,0,0,0,
1180,Tyeler Davison,Tyeler Davison,LAC,30,DL,6,0,,,0,,,,,,,0,0,0.17,0.17,0,0,0,
1181,Tony Jones,Tony Jones,2TM,25,RB,6,0,,,0,,,,,,,0,0,0.17,0.17,0,0,0,
1182,Deshaun Watson,Deshaun Watson,CLE,27,QB,6,6,,,0,,,0,0.17,1,0,0,0,0.17,0.17,0,0,0,
1183,Rashod Bateman,Rashod Bateman,BAL,23,WR,6,5,,,0,,,0,0.17,0,0,0,0,0.17,0,0.17,0,0,
1184,Tashawn Bower,Tashawn Bower,LVR,27,DE,6,0,,,0,,,,,,,0,0,0.17,0,0.17,0,0,
1185,Jake Funk,Jake Funk,2TM,24,,6,0,,,0,,,,,,,0,0,0.17,0,0.17,0,0,
1186,Raleigh Webb,Raleigh Webb,2TM,25,WR,12,0,,,0,,,,,,,0,0,0.17,0,0.17,0,0,
1187,Randall Cobb,Randall Cobb,GNB,32,WR,13,3,,,0,,,0,0.08,1,0,0,0,0.15,0.15,0,0,0,
1188,Kenny Pickett,Kenny Pickett,PIT,24,QB,13,12,,,0,,,0,0.31,0,-2,0,0,0.15,0.15,0,0,0,
1189,Brandon Shell,Brandon Shell,MIA,30,OL,13,11,,,0,,,,,,,0,0,0.15,0.15,0,0,0,
1190,Arryn Siposs,Arryn Siposs,PHI,30,P,13,0,,,0,,,,,,,0,0,0.15,0.15,0,0,0,
1191,Tyquan Thornton,Tyquan Thornton,NWE,22,WR,13,9,,,0,,,,,,,0,0,0.15,0.15,0,0,0,
1192,Jerome Ford,Jerome Ford,CLE,23,RB,13,0,,,0,,,,,,,0,0,0.15,0.08,0.08,0,0,
1193,Jody Fortson,Jody Fortson,KAN,27,TE,13,1,,,0,,,0,0.08,0,0,0,0,0.15,0.08,0.08,0,0,
1194,Teven Jenkins,Teven Jenkins,CHI,24,OL,13,11,,,0,,,0,0.08,0,0,0,0,0.15,0.08,0.08,0,0,
1195,Erik McCoy,Erik McCoy,NOR,25,OL,13,13,,,0,,,,,,,0,0,0.15,0.08,0.08,0,0,
1196,Jalen Davis,Jalen Davis,CIN,26,CB,13,0,,,0,,,0,0,1,0,0,0,0.15,0,0.15,0,0,
1197,Matt Farniok,Matt Farniok,DAL,25,G,7,2,,,0,,,,,,,0,0,0.14,0.14,0,0,0,
1198,Breece Hall,Breece Hall,NYJ,21,RB,7,2,,,0,,,0,0.14,0,0,0,0,0.14,0.14,0,0,0,
1199,DeSean Jackson,DeSean Jackson,BAL,36,WR,7,1,,,0,,,,,,,0,0,0.14,0.14,0,0,0,
1200,Stone Smartt,Stone Smartt,LAC,24,TE,7,1,,,0,,,,,,,0,0,0.14,0.14,0,0,0,
1201,Patrick Taylor,Patrick Taylor,GNB,24,RB,14,0,,,0,,,,,,,0,0,0.14,0.07,0.07,0,0,
1202,Nathan Landman,Nathan Landman,ATL,24,LB,7,0,,,0,,,,,,,0,0,0.14,0,0.14,0,0.14,
1203,Tyler Biadasz*,Tyler Biadasz,DAL,25,C,16,16,,,0,,,0,0,1,0,0,0,0.13,0.13,0,0,0,
1204,Aaron Brewer,Aaron Brewer,ARI,32,LS,15,0,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1205,Pharaoh Brown,Pharaoh Brown,2TM,28,TE,16,8,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1206,Rex Burkhead,Rex Burkhead,HOU,32,RB,16,0,,,0,,,0,0,1,0,1,0,0.13,0.13,0,0,0,
1207,A.J. Cann,A.J. Cann,HOU,31,OL,16,16,,,0,,,0,0,4,0,0,0,0.13,0.13,0,0,0,
1208,Gabriel Davis,Gabriel Davis,BUF,23,WR,15,15,,,0,,,0,0.07,0,0,0,0,0.13,0.13,0,0,0,
1209,Cameron Fleming,Cameron Fleming,DEN,30,T,15,15,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1210,Nyheim Hines,Nyheim Hines,2TM,26,RB,16,5,,,0,,,0,0.13,2,11,0,0,0.13,0.13,0,0,0,
1211,Jalen Hurts*,Jalen Hurts,PHI,24,QB,15,15,,,0,,,0,0.6,2,-13,0,0,0.13,0.13,0,0,0,
1212,George Kittle*,George Kittle,SFO,29,TE,15,15,,,0,,,0.07,0.07,0,0,0,0,0.13,0.13,0,0,0,
1213,Allen Lazard,Allen Lazard,GNB,27,WR,15,15,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1214,Damien Lewis,Damien Lewis,SEA,25,G,16,16,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1215,Tyler Lockett,Tyler Lockett,SEA,30,WR,16,16,,,0,,,0,0.13,0,0,0,0,0.13,0.13,0,0,0,
1216,Davis Mills,Davis Mills,HOU,24,QB,15,15,,,0,,,0,0.53,2,0,0,0,0.13,0.13,0,0,0,
1217,Boston Scott,Boston Scott,PHI,27,RB,15,2,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1218,Tre'Quan Smith,Tre'Quan Smith,NOR,26,WR,15,6,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1219,Equanimeous St. Brown,Equanimeous St. Brown,CHI,26,WR,16,16,,,0,,,0,0.06,0,0,0,0,0.13,0.13,0,0,0,
1220,C.J. Uzomah,C.J. Uzomah,NYJ,29,TE,15,13,,,0,,,0,0,1,0,0,0,0.13,0.13,0,0,0,
1221,Jeff Wilson,Jeff Wilson,2TM,27,RB,16,7,,,0,,,0,0.19,1,0,0,0,0.13,0.13,0,0,0,
1222,Cal Adomitis,Cal Adomitis,CIN,24,LS,15,0,,,0,,,,,,,0,0,0.13,0.07,0.07,0,0,
1223,Dyami Brown,Dyami Brown,WAS,23,WR,15,0,,,0,,,,,,,0,0,0.13,0.07,0.07,0,0,
1224,Snoop Conner,Snoop Conner,JAX,22,RB,8,0,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1225,George Fant,George Fant,NYJ,30,T,8,7,,,0,,,0.13,0,0,0,0,0,0.13,0.13,0,0,0,
1226,Demetric Felton,Demetric Felton,CLE,24,RB,8,2,,,0,,,0,0.13,0,0,0,0,0.13,0.13,0,0,0,
1227,Chris Godwin,Chris Godwin,TAM,26,WR,15,13,,,0,,,0,0.13,1,0,0,0,0.13,0.07,0.07,0,0,
1228,Jauan Jennings,Jauan Jennings,SFO,25,WR,16,4,,,0,,,0,0.06,0,0,0,0,0.13,0.06,0.06,0,0,
1229,Juwan Johnson,Juwan Johnson,NOR,26,TE,16,12,,,0,,,,,,,0,0,0.13,0.06,0.06,0,0,
1230,Abraham Lucas,Abraham Lucas,SEA,24,T,16,16,,,0,,,0,0,1,0,0,0,0.13,0.06,0.06,0,0,
1231,J.D. McKissic,J.D. McKissic,WAS,29,RB,8,0,,,0,,,,,,,0,0,0.13,0.13,0,0,0,
1232,Skyy Moore,Skyy Moore,KAN,22,WR,16,3,,,0,,,0,0.19,0,0,0,0,0.13,0.06,0.06,0,0,
1233,Gunner Olszewski,Gunner Olszewski,PIT,26,WR,16,2,,,0,,,0,0.13,0,0,0,0,0.13,0.06,0.06,0,0,
1234,Irv Smith Jr.,Irv Smith Jr.,MIN,24,TE,8,1,,,0,,,0,0.13,0,0,0,0,0.13,0.13,0,0,0,
1235,Carson Wentz,Carson Wentz,WAS,30,QB,8,7,,,0,,,0,0.75,4,-2,0,0,0.13,0.13,0,0,0,
1236,Malik Willis,Malik Willis,TEN,23,QB,8,3,,,0,,,0,0.38,1,0,0,0,0.13,0.13,0,0,0,
1237,Dane Cruikshank,Dane Cruikshank,CHI,27,DB,8,0,,,0,,,,,,,0,0,0.13,0,0.13,0,0,
1238,A.J. Brown*,A.J. Brown,PHI,25,WR,17,16,,,0,,,0,0.12,0,0,0,0,0.12,0.12,0,0,0,
1239,Dalvin Cook*,Dalvin Cook,MIN,27,RB,17,17,,,0,,,0,0.24,3,14,0,0,0.12,0.12,0,0,0,
1240,Amari Cooper,Amari Cooper,CLE,28,WR,17,17,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1241,Evan Engram,Evan Engram,JAX,28,TE,17,14,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1242,Jared Goff*,Jared Goff,DET,28,QB,17,17,,,0,,,0,0.41,2,5,0,0,0.12,0.12,0,0,0,
1243,Robbie Gould,Robbie Gould,SFO,40,K,17,0,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1244,Matt Haack,Matt Haack,IND,28,P,17,0,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1245,Najee Harris,Najee Harris,PIT,24,RB,17,17,,,0,,,0,0.18,0,0,0,0,0.12,0.12,0,0,0,
1246,Hunter Henry,Hunter Henry,NWE,28,TE,17,14,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1247,Parker Hesse,Parker Hesse,ATL,27,TE,17,7,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1248,Tyler Higbee,Tyler Higbee,LAR,29,TE,17,17,,,0,,,0,0,1,0,0,0,0.12,0.12,0,0,0,
1249,Justin Jefferson*+,Justin Jefferson,MIN,23,WR,17,17,,,0,,,0,0,1,0,0,0,0.12,0.12,0,0,0,
1250,Diontae Johnson,Diontae Johnson,PIT,26,WR,17,17,,,0,,,0,0.06,1,0,0,0,0.12,0.12,0,0,0,
1251,Ty Johnson,Ty Johnson,NYJ,25,RB,17,1,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1252,Travis Kelce*+,Travis Kelce,KAN,33,TE,17,17,,,0,,,0,0.06,0,0,0,0,0.12,0.12,0,0,0,
1253,CeeDee Lamb*,CeeDee Lamb,DAL,23,WR,17,17,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1254,Trevor Lawrence*,Trevor Lawrence,JAX,23,QB,17,17,,,0,,,0,0.71,0,-16,0,0,0.12,0.12,0,0,0,
1255,Connor McGovern,Connor McGovern,NYJ,29,C,17,17,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1256,Jerick McKinnon,Jerick McKinnon,KAN,30,RB,17,0,,,0,,,0,0.06,0,0,0,0,0.12,0.12,0,0,0,
1257,Dante Pettis,Dante Pettis,CHI,27,WR,17,7,,,0,,,0,0.06,1,0,0,0,0.12,0.12,0,0,0,
1258,Curtis Samuel,Curtis Samuel,WAS,26,WR,17,12,,,0,,,0,0.06,0,0,0,0,0.12,0.12,0,0,0,
1259,Trent Sieg,Trent Sieg,LVR,27,LS,17,0,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1260,Jack Stoll,Jack Stoll,PHI,24,TE,17,11,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1261,Ryan Stonehouse,Ryan Stonehouse,TEN,23,P,17,0,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1262,Robert Tonyan,Robert Tonyan,GNB,28,TE,17,3,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1263,Marquez Valdes-Scantling,Marquez Valdes-Scantling,KAN,28,WR,17,11,,,0,,,,,,,0,0,0.12,0.12,0,0,0,
1264,Davante Adams*+,Davante Adams,LVR,30,WR,17,17,,,0,,,0,0.06,1,0,0,0,0.12,0.06,0.06,0,0,
1265,Joel Bitonio*+,Joel Bitonio,CLE,31,G,17,17,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1266,Ezra Cleveland,Ezra Cleveland,MIN,24,G,17,17,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1267,Blake Ferguson,Blake Ferguson,MIA,25,LS,17,0,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1268,Rob Havenstein,Rob Havenstein,LAR,30,T,17,17,,,0,,,0,0,1,0,0,0,0.12,0.06,0.06,0,0,
1269,Thomas Hennessy,Thomas Hennessy,NYJ,28,LS,17,0,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1270,J.J. Jansen,J.J. Jansen,CAR,36,LS,17,0,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1271,Chris Lindstrom*,Chris Lindstrom,ATL,25,G,17,17,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1272,Patrick Mahomes*+,Patrick Mahomes,KAN,27,QB,17,17,,,0,,,0,0.29,4,-3,0,0,0.12,0.06,0.06,0,0,
1273,Josh Oliver,Josh Oliver,BAL,25,TE,17,9,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1274,Justin Tucker*,Justin Tucker,BAL,33,K,17,0,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1275,Cade York,Cade York,CLE,21,K,17,0,,,0,,,,,,,0,0,0.12,0.06,0.06,0,0,
1276,Josh Harris,Josh Harris,LAC,33,LS,17,0,,,0,,,,,,,0,0,0.12,0,0.12,0,0,
1277,Charley Hughlett,Charley Hughlett,CLE,32,LS,17,0,,,0,,,,,,,0,0,0.12,0,0.12,0,0,
1278,Joey Slye,Joey Slye,WAS,26,K,17,0,,,0,,,,,,,0,0,0.12,0,0.12,0,0,
1279,Jarvis Landry,Jarvis Landry,NOR,30,WR,9,3,,,0,,,0,0.11,1,6,0,0,0.11,0.11,0,0,0,
1280,Hunter Long,Hunter Long,MIA,24,TE,9,0,,,0,,,,,,,0,0,0.11,0.11,0,0,0,
1281,Matthew Stafford,Matthew Stafford,LAR,34,QB,9,9,,,0,,,0,0.56,2,0,0,0,0.11,0.11,0,0,0,
1282,Zach Tom,Zach Tom,GNB,23,OL,9,5,,,0,,,0,0,1,-2,0,0,0.11,0.11,0,0,0,
1283,Tylan Wallace,Tylan Wallace,BAL,23,WR,9,0,,,0,,,,,,,0,0,0.11,0.11,0,0,0,
1284,Zach Wilson,Zach Wilson,NYJ,23,QB,9,9,,,0,,,0,0.11,1,0,0,0,0.11,0.11,0,0,0,
1285,Isaiah Wynn,Isaiah Wynn,NWE,27,OL,9,7,,,0,,,,,,,0,0,0.11,0.11,0,0,0,
1286,Penny Hart,Penny Hart,SEA,26,WR,9,0,,,0,,,,,,,0,0,0.11,0,0.11,0,0,
1287,Matt Skura,Matt Skura,LAR,29,C,9,8,,,0,,,,,,,0,0,0.11,0,0.11,0,0,
1288,Chandler Wooten,Chandler Wooten,CAR,23,LB,9,0,,,0,,,0.11,0,0,0,0,0,0.11,0,0.11,0,0,
1289,Keenan Allen,Keenan Allen,LAC,30,WR,10,10,,,0,,,0,0.1,0,0,0,0,0.1,0.1,0,0,0,
1290,Michael Bandy,Michael Bandy,LAC,25,WR,10,2,,,0,,,0,0,1,0,0,0,0.1,0.1,0,0,0,
1291,Nico Collins,Nico Collins,HOU,23,WR,10,7,,,0,,,,,,,0,0,0.1,0.1,0,0,0,
1292,D'Wayne Eskridge,D'Wayne Eskridge,SEA,25,WR,10,0,,,0,,,,,,,0,0,0.1,0.1,0,0,0,
1293,Darrell Henderson,Darrell Henderson,LAR,25,RB,10,7,,,0,,,0,0,1,1,0,0,0.1,0.1,0,0,0,
1294,Julio Jones,Julio Jones,TAM,33,WR,10,5,,,0,,,,,,,0,0,0.1,0.1,0,0,0,
1295,Mike Thomas,Mike Thomas,CIN,28,WR,10,2,,,0,,,,,,,0,0,0.1,0.1,0,0,0,
1296,Michael Woods II,Michael Woods II,CLE,22,WR,10,0,,,0,,,,,,,0,0,0.1,0.1,0,0,0,
1297,Jeff Gunter,Jeff Gunter,CIN,23,DE,10,0,,,0,,,,,,,0,0,0.1,0,0.1,0,0,
1298,Cole Turner,Cole Turner,WAS,22,TE,10,2,,,0,,,,,,,0,0,0.1,0,0.1,0,0,
1299,Cameron Brate,Cameron Brate,TAM,31,TE,11,1,,,0,,,0,0,1,0,0,0,0.09,0.09,0,0,0,
1300,DJ Chark,DJ Chark,DET,26,WR,11,10,,,0,,,,,,,0,0,0.09,0.09,0,0,0,
1301,Feleipe Franks,Feleipe Franks,ATL,25,TE,11,1,,,0,,,,,,,0,0,0.09,0.09,0,0,0,
1302,Luke Goedeke,Luke Goedeke,TAM,24,G,11,8,,,0,,,,,,,0,0,0.09,0.09,0,0,0,
1303,Brevin Jordan,Brevin Jordan,HOU,22,TE,11,3,,,0,,,,,,,0,0,0.09,0.09,0,0,0,
1304,Nick Leverett,Nick Leverett,TAM,25,G,11,10,,,0,,,,,,,0,0,0.09,0.09,0,0,0,
1305,Billy Price,Billy Price,ARI,28,OL,11,11,,,0,,,0,0.09,0,-15,0,0,0.09,0.09,0,0,0,
1306,Byron Pringle,Byron Pringle,CHI,29,WR,11,4,,,0,,,,,,,0,0,0.09,0.09,0,0,0,
1307,Michael Schofield,Michael Schofield,CHI,32,OL,11,5,,,0,,,,,,,0,0,0.09,0.09,0,0,0,
1308,Ronnie Stanley,Ronnie Stanley,BAL,28,T,11,11,,,0,,,,,,,0,0,0.09,0.09,0,0,0,
1309,Malcolm Brown,Malcolm Brown,LAR,29,RB,11,0,,,0,,,,,,,0,0,0.09,0,0.09,0,0,
1310,Josh Jobe,Josh Jobe,PHI,24,CB,11,0,,,0,,,,,,,0,0,0.09,0,0.09,0,0,
1311,Tyler Kroft,Tyler Kroft,SFO,30,TE,11,4,,,0,,,,,,,0,0,0.09,0,0.09,0,0,
1312,Daniel Wise,Daniel Wise,WAS,26,DT,11,1,,,0,,,,,,,0,0,0.09,0,0.09,0,0,
1313,Andrew Beck,Andrew Beck,DEN,26,FB,13,4,,,0,,,,,,,0,0,0.08,0.08,0,0,0,
1314,Raheem Blackshear,Raheem Blackshear,CAR,23,RB,13,1,,,0,,,0,0.08,0,0,0,0,0.08,0.08,0,0,0,
1315,Garrett Bradbury,Garrett Bradbury,MIN,27,C,12,12,,,0,,,,,,,0,0,0.08,0.08,0,0,0,
1316,James Conner,James Conner,ARI,27,RB,13,13,,,0,,,0,0.23,4,0,0,0,0.08,0.08,0,0,0,
1317,Chase Edmonds,Chase Edmonds,2TM,26,RB,13,3,,,0,,,,,,,0,0,0.08,0.08,0,0,0,
1318,Russell Gage,Russell Gage,TAM,26,WR,13,4,,,0,,,0,0.08,0,0,0,0,0.08,0.08,0,0,0,
1319,Dallas Goedert,Dallas Goedert,PHI,27,TE,12,12,,,0,,,0,0.08,0,0,0,0,0.08,0.08,0,0,0,
1320,Hayden Hurst,Hayden Hurst,CIN,29,TE,13,13,,,0,,,,,,,0,0,0.08,0.08,0,0,0,
1321,Keaontay Ingram,Keaontay Ingram,ARI,23,RB,12,0,,,0,,,,,,,0,0,0.08,0.08,0,0,0,
1322,Lamar Jackson,Lamar Jackson,BAL,25,QB,12,12,,,0,,,0,0.42,2,-5,0,0,0.08,0.08,0,0,0,
1323,Marcus Mariota,Marcus Mariota,ATL,29,QB,13,13,,,0,,,0,0.62,4,0,0,0,0.08,0.08,0,0,0,
1324,Baker Mayfield,Baker Mayfield,2TM,27,,12,10,,,0,,,0,0.75,5,3,0,0,0.08,0.08,0,0,0,
1325,Quinn Meinerz,Quinn Meinerz,DEN,24,OL,13,13,,,0,,,0,0,1,0,0,0,0.08,0.08,0,0,0,
1326,Evan Neal,Evan Neal,NYG,22,T,13,13,,,0,,,0,0,1,0,0,0,0.08,0.08,0,0,0,
1327,DeVante Parker,DeVante Parker,NWE,29,WR,13,11,,,0,,,,,,,0,0,0.08,0.08,0,0,0,
1328,Cordarrelle Patterson,Cordarrelle Patterson,ATL,31,RB,13,11,,,0,,,0,0.08,0,0,0,0,0.08,0.08,0,0,0,
1329,Dameon Pierce,Dameon Pierce,HOU,22,RB,13,13,,,0,,,0,0.31,0,0,0,0,0.08,0.08,0,0,0,
1330,Brian Robinson Jr.,Brian Robinson Jr.,WAS,23,RB,12,9,,,0,,,0,0.17,0,0,0,0,0.08,0.08,0,0,0,
1331,Matt Ryan,Matt Ryan,IND,37,QB,12,12,,,0,,,0,1.25,3,-8,0,0,0.08,0.08,0,0,0,
1332,Deebo Samuel,Deebo Samuel,SFO,26,WR,13,12,,,0,,,0,0.23,1,0,0,0,0.08,0.08,0,0,0,
1333,Terence Steele,Terence Steele,DAL,25,T,13,13,,,0,,,,,,,0,0,0.08,0.08,0,0,0,
1334,Sammy Watkins,Sammy Watkins,2TM,29,,12,5,,,0,,,0,0.08,0,0,0,0,0.08,0.08,0,0,0,
1335,Nick Boyle,Nick Boyle,BAL,29,TE,12,0,,,0,,,,,,,0,0,0.08,0,0.08,0,0,
1336,Ross Dwelley,Ross Dwelley,SFO,27,TE,12,0,,,0,,,0,0,2,0,0,0,0.08,0,0.08,0,0,
1337,Chris Evans,Chris Evans,CIN,25,RB,12,0,,,0,,,,,,,0,0,0.08,0,0.08,0,0,
1338,Danny Gray,Danny Gray,SFO,23,WR,13,0,,,0,,,,,,,0,0,0.08,0,0.08,0,0,
1339,Velus Jones Jr.,Velus Jones Jr.,CHI,25,WR,12,2,,,0,,,0,0.25,0,0,0,0,0.08,0,0.08,0,0,
1340,Sean McKeon,Sean McKeon,DAL,25,TE,13,0,,,0,,,0,0,1,0,0,0,0.08,0,0.08,0,0,
1341,Mitch Morse*,Mitch Morse,BUF,30,C,13,13,,,0,,,,,,,0,0,0.08,0,0.08,0,0,
1342,Zack Moss,Zack Moss,2TM,25,RB,13,3,,,0,,,0,0.08,0,0,0,0,0.08,0,0.08,0,0,
1343,Coleman Shelton,Coleman Shelton,LAR,27,G,13,13,,,0,,,,,,,0,0,0.08,0,0.08,0,0,
1344,Dwayne Washington,Dwayne Washington,NOR,28,RB,12,0,,,0,,,,,,16,0,0,0.08,0,0.08,0,0,
1345,Jamal Agnew*,Jamal Agnew,JAX,27,WR,15,0,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1346,Calvin Anderson,Calvin Anderson,DEN,26,T,14,7,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1347,Alex Bars,Alex Bars,LVR,27,OL,15,14,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1348,Eno Benjamin,Eno Benjamin,3TM,23,,15,3,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1349,Daniel Brunskill,Daniel Brunskill,SFO,28,OL,14,2,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1350,Damiere Byrd,Damiere Byrd,ATL,29,WR,14,4,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1351,Joe Cardona,Joe Cardona,NWE,30,LS,14,0,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1352,La'el Collins,La'el Collins,CIN,29,T,15,15,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1353,Jack Conklin,Jack Conklin,CLE,28,T,14,14,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1354,Dion Dawkins*,Dion Dawkins,BUF,28,T,15,15,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1355,Ezekiel Elliott,Ezekiel Elliott,DAL,27,RB,15,14,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1356,Michael Gallup,Michael Gallup,DAL,26,WR,14,11,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1357,Brycen Hopkins,Brycen Hopkins,LAR,25,TE,14,1,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1358,Zander Horvath,Zander Horvath,LAC,24,FB,15,2,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1359,Jerry Jeudy,Jerry Jeudy,DEN,23,WR,15,14,,,0,,,0,0,1,0,0,0,0.07,0.07,0,0,0,
1360,Corey Linsley,Corey Linsley,LAC,31,C,14,14,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1361,Terrace Marshall Jr.,Terrace Marshall Jr.,CAR,22,WR,14,9,,,0,,,0,0.14,1,-1,0,0,0.07,0.07,0,0,0,
1362,Connor McGovern,Connor McGovern,DAL,25,G,15,15,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1363,Isaiah McKenzie,Isaiah McKenzie,BUF,27,WR,15,8,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1364,Jakobi Meyers,Jakobi Meyers,NWE,26,WR,14,13,,,0,,,0,0.14,0,0,0,0,0.07,0.07,0,0,0,
1365,Scott Miller,Scott Miller,TAM,25,WR,15,1,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1366,Joe Mixon,Joe Mixon,CIN,26,RB,14,14,,,0,,,0,0,1,0,0,0,0.07,0.07,0,0,0,
1367,Josh Reynolds,Josh Reynolds,DET,27,WR,14,11,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1368,Cesar Ruiz,Cesar Ruiz,NOR,23,OL,14,14,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1369,Dalton Schultz,Dalton Schultz,DAL,26,TE,15,15,,,0,,,0,0.07,0,0,0,0,0.07,0.07,0,0,0,
1370,Khalil Shakir,Khalil Shakir,BUF,22,WR,14,2,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1371,Ben Skowronek,Ben Skowronek,LAR,25,WR,14,11,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1372,Wyatt Teller*,Wyatt Teller,CLE,28,G,15,15,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
