Rk,PFF Name,PFF Name Cleaned,Data Bowl Name,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
661,Anthony Rush,Anthony Rush,#N/A,2TM,25,DT/NT,12,6,,,0,,,0.08,0,0,0,0,0,1.58,0.83,0.75,0.08,0.08,
662,Frank Clark*,Frank Clark,#N/A,KAN,28,RDE,14,14,,,0,,,0.14,0,0,0,0,0.32,1.57,1.07,0.5,0.29,1.21,
663,Ross Blacklock,Ross Blacklock,#N/A,HOU,23,DT,14,2,0,0,0,0,0.14,0.07,0,0,0,0,0.14,1.57,1,0.57,0.14,0.43,
664,Eddie Goldman,Eddie Goldman,#N/A,CHI,27,NT,14,10,,,0,,,,,,,0,0.04,1.57,1,0.57,0.07,0.07,
665,Malik Jackson,Malik Jackson,#N/A,CLE,31,RDT,16,16,0,0,0,0,0.25,,,,,0,0.03,1.56,0.44,1.13,0.13,0.44,
666,Bryce Huff,Bryce Huff,#N/A,NYJ,23,RDE,9,7,,,0,,,,,,,0,0.22,1.56,0.56,1,0.11,0.89,
667,Bud Dupree,Bud Dupree,Bud Dupree,TEN,28,LOLB,11,6,0,0,0,0,0.09,0.09,0,0,0,0,0.27,1.55,1.18,0.36,0.18,0.73,
668,Star Lotulelei,Star Lotulelei,#N/A,BUF,32,RDT,11,8,,,0,,,,,,,0,0.27,1.55,1,0.55,0.36,0.27,
669,Andre Cisco,Andre Cisco,#N/A,JAX,21,DB,17,3,0,0,0,0,0.12,0.12,0,0,0,0,0,1.53,1.12,0.41,0,0,
670,Isaiahh Loudermilk,Isaiahh Loudermilk,#N/A,PIT,24,DT,15,2,0,0,0,0,0.2,,,,,0,0.07,1.53,1.07,0.47,0,0,
671,Shaun Bradley,Shaun Bradley,#N/A,PHI,24,LB,15,1,0,0,0,0,0.07,,,,,0,0,1.53,1,0.53,0,0,
672,Stephen Weatherly,Stephen Weatherly,#N/A,2TM,27,LB,15,1,,,0,,,,,,,0,0.17,1.53,0.93,0.6,0.4,0.47,
673,Michael Danna,Michael Danna,#N/A,KAN,24,LDE/RDE,17,6,0,0,0,0,0.06,0.12,0,0,0,0,0.18,1.53,0.65,0.88,0.18,0.59,
674,Sam Franklin,Sam Franklin,#N/A,CAR,25,LB,16,0,0,0,0,0,0.06,,,,,0,0,1.5,1.19,0.31,0.06,0.06,
675,Montravius Adams,Montravius Adams,#N/A,2TM,26,DT,10,5,0,0,0,0,0.2,,,,,0,0,1.5,0.7,0.8,0.2,0.3,
676,Jalen Elliott,Jalen Elliott,#N/A,DET,23,S,8,1,,,0,,,,,,,0,0,1.5,0.88,0.63,0,0,
677,Porter Gustin,Porter Gustin,#N/A,CLE,24,DE,6,1,,,0,,,0,0,1,-6,0,0,1.5,1,0.5,0,0,
678,Davontae Harris,Davontae Harris,#N/A,2TM,26,DB,6,1,,,0,,,,,,,0,0,1.5,1,0.5,0,0,
679,Jordan Willis,Jordan Willis,#N/A,SFO,26,LB,10,0,,,0,,,0.1,0,0,0,0,0.3,1.5,0.6,0.9,0.2,0.5,
680,Marquise Blair,Marquise Blair,#N/A,SEA,24,DB,6,0,0,0,0,0,0.33,,,,,0,0,1.5,0.83,0.67,0.17,0,
681,Jacob Tuioti-Mariner,Jacob Tuioti-Mariner,#N/A,ATL,25,DT,6,0,0,0,0,0,0.17,,,,,0,0.33,1.5,0.83,0.67,0.33,0.33,
682,Cassius Marsh,Cassius Marsh,#N/A,CHI,29,DE,4,0,,,0,,,,,,,0,0.25,1.5,1,0.5,0,0.5,
683,Jared Mayden,Jared Mayden,#N/A,PHI,23,S,4,0,,,0,,,,,,,0,0,1.5,1,0.5,0,0,
684,Romeo Okwara,Romeo Okwara,#N/A,DET,26,DE,4,4,,,0,,,,,,,0,0.25,1.5,0.75,0.75,0.25,0.5,
685,Darqueze Dennard,Darqueze Dennard,#N/A,2TM,30,DB,2,0,,,0,,,,,,,0,0,1.5,1,0.5,0,0,
686,Dee Virgin,Dee Virgin,#N/A,CHI,28,DB,2,0,,,0,,,,,,,0,0,1.5,1,0.5,0,0,
687,Jace Whittaker,Jace Whittaker,#N/A,ARI,26,DB,2,0,,,0,,,,,,,0,0,1.5,1,0.5,0,0.5,
688,Isaiah Mack,Isaiah Mack,#N/A,BAL,25,DT,2,0,,,0,,,,,,,0,0.5,1.5,0.5,1,0.5,0.5,
689,Mac McCain,Mac McCain,#N/A,PHI,23,DB,2,0,,,0,,,,,,,0,0,1.5,0.5,1,0,0,
690,JaCoby Stevens,JaCoby Stevens,#N/A,PHI,23,DB,2,1,,,0,,,,,,,0,0,1.5,0.5,1,0,0,
691,Zaven Collins,Zaven Collins,Zaven Collins,ARI,22,DB,17,6,0,0,0,0,0.18,,,,,0,0,1.47,0.76,0.71,0.06,0,
692,Avery Williams,Avery Williams,#N/A,ATL,23,DB,15,1,0,0,0,0,0.07,0.07,0.07,2,0,0,0,1.47,0.73,0.73,0,0.2,
693,Brennan Scarlett,Brennan Scarlett,#N/A,MIA,28,LB,13,4,0,0,0,0,0.08,,,,,0,0,1.46,0.46,1,0.08,0.08,
694,Teair Tart,Teair Tart,#N/A,TEN,24,NT,11,10,,,0,,,,,,,0,0,1.45,0.91,0.55,0.18,0.09,
695,Ifeadi Odenigbo,Ifeadi Odenigbo,#N/A,CLE,27,DE,9,0,,,0,,,0,0,1,0,0,0,1.44,0.78,0.67,0,0.33,
696,J.R. Reed,J.R. Reed,#N/A,2TM,25,S,9,0,,,0,,,,,,,0,0,1.44,0.56,0.89,0,0,
697,Malcolm Roach,Malcolm Roach,#N/A,NOR,23,DT,7,2,0.14,0.71,0,5,0.14,,,,,0,0,1.43,0.57,0.86,0,0.29,
698,Isaac Rochell,Isaac Rochell,#N/A,IND,26,DT,12,0,,,0,,,,,,,0,0,1.42,0.83,0.58,0,0.25,
699,Christian Jones,Christian Jones,Christian Jones,CHI,30,LB,17,1,,,0,,,,,,,0,0,1.41,0.76,0.65,0,0,
700,Geno Stone,Geno Stone,#N/A,BAL,22,S,15,1,0.07,0,0,0,0.07,,,,,0,0,1.4,1,0.4,0.07,0.07,
701,Pernell McPhee,Pernell McPhee,#N/A,BAL,33,DE,10,0,,,0,,,,,,,0,0.1,1.4,1.1,0.3,0.2,0.3,
702,Margus Hunt,Margus Hunt,#N/A,CHI,34,DE,10,0,,,0,,,,,,,0,0,1.4,0.6,0.8,0.3,0,
703,J.T. Gray*+,J.T. Gray,#N/A,NOR,25,DB,16,0,,,0,,,,,,,0,0,1.38,1.13,0.25,0,0,
704,Alton Robinson,Alton Robinson,#N/A,SEA,23,DE,16,2,0,0,0,0,0.06,0.06,0,0,0,0,0.06,1.38,0.81,0.56,0.31,0.19,
705,Trey Marshall,Trey Marshall,#N/A,LAC,25,DB,14,1,,,0,,,,,,,0,0,1.36,0.43,0.93,0,0,
706,Siran Neal,Siran Neal,#N/A,BUF,27,DB,17,0,,,0,,,0.06,0,1,0,0,0,1.35,0.94,0.41,0,0,
707,Garret Wallow,Garret Wallow,Garret Wallow,HOU,22,LB,17,2,,,0,,,,,,,0,0.06,1.35,0.88,0.47,0.12,0.06,
708,Tedarrell Slaton,Tedarrell Slaton,#N/A,GNB,24,DT,17,0,,,0,,,,,,,0,0.06,1.35,0.82,0.53,0,0.12,
709,Jacob Martin,Jacob Martin,#N/A,HOU,26,LDE,17,14,0,0,0,0,0.18,0.12,0,0,0,0,0.24,1.35,0.65,0.71,0.29,0.35,0.06
710,Alex Okafor,Alex Okafor,#N/A,KAN,30,DE,17,0,0,0,0,0,0.12,0.06,0,0,0,0,0.09,1.35,0.41,0.94,0,0.41,
711,Jason Pinnock,Jason Pinnock,#N/A,NYJ,22,CB,12,2,0,0,0,0,0.08,0.17,0,0,0,0,0,1.33,0.83,0.5,0,0,
712,Joe Jackson,Joe Jackson,#N/A,CLE,25,DE,12,0,,,0,,,,,,,0,0.13,1.33,0.75,0.58,0.25,0.25,
713,Teez Tabor,Teez Tabor,#N/A,CHI,26,DB,6,1,,,0,,,,,,,0,0,1.33,1,0.33,0,0,
714,Sheldrick Redwine,Sheldrick Redwine,#N/A,2TM,25,DB,6,0,,,0,,,,,,,0,0,1.33,0.83,0.5,0,0,
715,Caleb Farley,Caleb Farley,#N/A,TEN,23,DB,3,1,0,0,0,0,0.33,,,,,0,0,1.33,1.33,0,0,0,
716,Phil Hoskins,Phil Hoskins,#N/A,CAR,24,DT,3,0,,,0,,,,,,,0,0.33,1.33,1,0.33,0.33,0.33,
717,Justin Zimmer,Justin Zimmer,#N/A,BUF,29,DT,6,0,,,0,,,,,,,0,0.17,1.33,0.33,1,0.33,0.67,
718,Tyler Shelvin,Tyler Shelvin,#N/A,CIN,23,DT,3,0,,,0,,,,,,,0,0,1.33,0.33,1,0,0,
719,Olasunkanmi Adeniyi,Olasunkanmi Adeniyi,Olasunkanmi Adeniyi,TEN,24,LB,16,0,0,0,0,0,0.06,,,,,0,0.16,1.31,0.88,0.44,0.13,0.5,
720,Deommodore Lenoir,Deommodore Lenoir,#N/A,SFO,22,DB,13,2,0,0,0,0,0.15,,,,,0,0,1.31,0.92,0.38,0.08,0,
721,Kyler Fackrell,Kyler Fackrell,#N/A,LAC,30,LB,13,1,0,0,0,0,0.08,0.08,0,1,0,0,0.23,1.31,0.85,0.46,0.31,0.31,
722,Kaden Elliss,Kaden Elliss,Kaden Elliss,NOR,26,LB,13,1,,,0,,,0,0,1,0,0,0.08,1.31,0.69,0.62,0.08,0.23,
723,Kevin Givens,Kevin Givens,#N/A,SFO,24,DT,13,0,,,0,,,0.08,0,0,0,0,0,1.31,0.54,0.77,0.08,0.15,
724,Oshane Ximines,Oshane Ximines,Oshane Ximines,NYG,25,DE,10,0,0,0,0,0,0.3,,,,,0,0,1.3,0.4,0.9,0,0.2,
725,Nick Niemann,Nick Niemann,#N/A,LAC,24,LB,17,0,0.06,0,0,0,0.06,,,,,0,0,1.29,0.88,0.41,0,0,
726,C.J. Moore,C.J. Moore,#N/A,DET,26,DB,17,1,0.06,1.24,0,21,0.06,,,,,0,0,1.29,0.76,0.53,0,0.06,
727,Anthony Nelson,Anthony Nelson,Anthony Nelson,TAM,24,DE,17,2,0,0,0,0,0.06,0,0,1,0,0,0.29,1.29,0.76,0.53,0.41,0.59,
728,Arden Key,Arden Key,Arden Key,SFO,25,DE,17,0,0,0,0,0,0.06,,,,,0,0.38,1.29,0.65,0.65,0.29,1,
729,Khalid Kareem,Khalid Kareem,#N/A,CIN,23,DE,7,1,,,0,,,0.14,0,1,4,0,0,1.29,0.71,0.57,0.14,0.29,
730,Daviyon Nixon,Daviyon Nixon,#N/A,CAR,23,DT,7,0,,,0,,,,,,,0,0.07,1.29,0.14,1.14,0,0.29,
731,Sharrod Neasman,Sharrod Neasman,#N/A,NYJ,30,DB,11,1,0.09,1.18,0,13,0.27,,,,,0,0,1.27,1.09,0.18,0.18,0,
732,Robert Rochell,Robert Rochell,#N/A,LAR,23,LCB,11,5,0.09,0.09,0,1,0.36,0,0,1,0,0,0,1.27,1,0.27,0,0,
733,Sam Kamara,Sam Kamara,#N/A,CHI,24,DT,8,0,0,0,0,0,0.13,,,,,0,0,1.25,0.88,0.38,0.13,0,
734,Kyle Peko,Kyle Peko,#N/A,TEN,28,DT,8,3,,,0,,,0.13,0,0,0,0,0.25,1.25,0.88,0.38,0.25,0.38,
735,Tavon Wilson,Tavon Wilson,#N/A,SFO,31,DB,8,1,0,0,0,0,0.13,,,,,0,0,1.25,0.75,0.5,0,0,
736,Ryan Smith,Ryan Smith,#N/A,LAC,28,DB,4,1,,,0,,,,,,,0,0,1.25,1,0.25,0,0,
737,Carlos Davis,Carlos Davis,#N/A,PIT,25,DT,4,0,,,0,,,,,,,0,0,1.25,0.75,0.5,0.25,0,
738,Tremon Smith,Tremon Smith,#N/A,HOU,25,DB,17,2,,,0,,,0,0,1,0,0,0,1.24,0.94,0.29,0,0,
739,Bobby Price,Bobby Price,#N/A,DET,23,DB,15,2,0,0,0,0,0.2,,,,,0,0,1.2,0.8,0.4,0,0,
740,Derrek Tuszka,Derrek Tuszka,Derrek Tuszka,PIT,25,DE,15,0,,,0,,,0.07,0,0,0,0,0.13,1.2,0.6,0.6,0.07,0.13,
741,Efe Obada,Efe Obada,#N/A,BUF,29,DE,10,1,0,0,0,0,0.1,,,,,0,0.35,1.2,0.8,0.4,0.3,0.8,
742,Tye Smith,Tye Smith,#N/A,MIN,28,DB,5,0,,,0,,,,,,,0,0,1.2,1,0.2,0,0,
743,Austin Calitro,Austin Calitro,Austin Calitro,CIN,27,LB,5,0,,,0,,,,,,,0,0,1.2,0.8,0.4,0,0,
744,Jonathan Garvin,Jonathan Garvin,Jonathan Garvin,GNB,22,DE,16,1,,,0,,,,,,,0,0.09,1.19,0.94,0.25,0.06,0.31,
745,Armani Watts,Armani Watts,#N/A,KAN,25,DB,16,0,,,0,,,0,0,1,0,0,0,1.19,0.69,0.5,0.06,0,
746,Chris Rumph,Chris Rumph,Chris Rumph,LAC,23,LB,16,0,,,0,,,,,,,0,0.06,1.19,0.5,0.69,0.13,0.19,
747,Troy Dye,Troy Dye,Troy Dye,MIN,25,LB,17,1,,,0,,,,,,,0,0,1.18,0.71,0.47,0,0,
748,Hassan Ridgeway,Hassan Ridgeway,#N/A,PHI,27,DT,17,1,,,0,,,0.06,0,0,0,0,0.12,1.18,0.59,0.59,0.06,0.29,
749,Marquis Haynes,Marquis Haynes,Marquis Haynes,CAR,28,LB,17,0,0,0,0,0,0.06,,,,,0,0.18,1.18,0.53,0.65,0.18,0.29,
750,Dre Kirkpatrick,Dre Kirkpatrick,#N/A,SFO,32,DB,6,1,,,0,,,,,,,0,0,1.17,1,0.17,0.17,0,
751,Bruce Irvin,Bruce Irvin,Bruce Irvin,CHI,34,DE,6,1,0,0,0,0,0.17,,,,,0,0,1.17,0.33,0.83,0,0.33,
752,K'Von Wallace,K'Von Wallace,#N/A,PHI,24,S,13,3,,,0,,,,,,,0,0,1.15,0.92,0.23,0,0,
753,Xavier Crawford,Xavier Crawford,#N/A,CHI,26,DB,13,2,,,0,,,,,,,0,0,1.15,0.85,0.31,0,0,
754,Ogbonnia Okoronkwo,Ogbonnia Okoronkwo,#N/A,LAR,26,LB,13,0,,,0,,,0.15,0,0,0,0,0.15,1.15,0.69,0.46,0.23,0.46,
755,Ta'Quon Graham,Ta'Quon Graham,#N/A,ATL,23,RDE,13,5,,,0,,,,,,,0,0,1.15,0.62,0.54,0.15,0.15,
756,Broderick Washington Jr.,Broderick Washington Jr.,#N/A,BAL,25,DT,14,2,,,0,,,,,,,0,0.07,1.14,0.57,0.57,0.14,0.21,
757,Khalen Saunders,Khalen Saunders,#N/A,KAN,25,DT,7,0,,,0,,,,,,,0,0,1.14,0.29,0.86,0,0,
758,Charles Omenihu,Charles Omenihu,#N/A,2TM,24,DE,15,2,0,0,0,0,0.07,,,,,0,0,1.13,0.93,0.2,0.07,0.27,
759,Dee Delaney,Dee Delaney,#N/A,TAM,26,DB,15,2,0.07,1.73,0,26,0.13,,,,,0,0,1.13,0.87,0.27,0,0,
760,Chapelle Russell,Chapelle Russell,#N/A,JAX,24,LB,16,1,,,0,,,,,,,0,0,1.13,0.63,0.5,0,0,
761,Carl Davis,Carl Davis,#N/A,NWE,29,DT,17,4,,,0,,,,,,,0,0.06,1.12,0.71,0.41,0.06,0.06,
762,Tyler Matakevich,Tyler Matakevich,#N/A,BUF,29,LB,17,0,0.06,0.88,0,15,0.06,,,,,0,0,1.12,0.71,0.41,0,0,
763,Leki Fotu,Leki Fotu,#N/A,ARI,23,DT,17,3,0,0,0,0,0.18,0.06,0,0,0,0,0,1.12,0.47,0.65,0.12,0,
764,Kevin Pierre-Louis,Kevin Pierre-Louis,Kevin Pierre-Louis,HOU,30,LB,9,1,,,0,,,0,0,1,0,0,0,1.11,0.89,0.22,0,0,
765,Justin Hamilton,Justin Hamilton,#N/A,DAL,28,DT,9,0,,,0,,,,,,,0,0,1.11,0.67,0.44,0.11,0.22,
766,Bunmi Rotimi,Bunmi Rotimi,#N/A,WAS,26,DE,9,1,,,0,,,,,,,0,0.11,1.11,0.56,0.56,0.11,0.11,
767,Marquise Copeland,Marquise Copeland,#N/A,LAR,24,DT,9,0,,,0,,,,,,,0,0,1.11,0.44,0.67,0.11,0,
768,Calvin Munson,Calvin Munson,#N/A,2TM,27,LB,10,0,,,0,,,,,,,0,0,1.1,0.7,0.4,0.1,0,
769,Tanner Vallejo,Tanner Vallejo,Tanner Vallejo,ARI,27,LB,10,2,0,0,0,0,0.1,,,,,0,0.05,1.1,0.7,0.4,0.1,0.1,
770,Vernon Butler,Vernon Butler,#N/A,BUF,27,DT,10,1,,,0,,,,,,,0,0,1.1,0.6,0.5,0,0.1,
771,Keisean Nixon,Keisean Nixon,#N/A,LVR,24,DB,11,1,,,0,,,,,,,0,0,1.09,0.64,0.45,0,0.09,
772,John Reid,John Reid,#N/A,SEA,25,CB,11,2,0,0,0,0,0.18,,,,,0,0,1.09,0.64,0.45,0,0,
773,Tim Ward,Tim Ward,#N/A,NYJ,24,DE,11,0,0,0,0,0,0.18,,,,,0,0,1.09,0.45,0.64,0,0,
774,Jahlani Tavai,Jahlani Tavai,Jahlani Tavai,NWE,25,LB,13,0,,,0,,,0,0,1,0,0,0,1.08,0.46,0.62,0,0,
775,Ricardo Allen,Ricardo Allen,#N/A,CIN,30,DB,14,1,,,0,,,,,,,0,0,1.07,0.79,0.29,0,0,
776,Henry Mondeaux,Henry Mondeaux,#N/A,PIT,26,DT,15,2,,,0,,,0,0,1,0,0,0.13,1.07,0.4,0.67,0.13,0.13,
777,Tarron Jackson,Tarron Jackson,#N/A,PHI,23,DE,17,0,,,0,,,0.06,0,0,0,0,0.06,1.06,0.65,0.41,0.12,0.06,
778,Anthony Pittman,Anthony Pittman,Anthony Pittman,DET,25,LB,17,1,0,0,0,0,0.06,,,,,0,0,1.06,0.53,0.53,0,0.06,
779,Jerry Hughes,Jerry Hughes,#N/A,BUF,33,RDE,17,16,0,0,0,0,0.18,0.12,0,0,0,0,0.12,1.06,0.47,0.59,0.06,0.41,
780,Justin Ellis,Justin Ellis,#N/A,BAL,31,NT,17,5,,,0,,,,,,,0,0,1.06,0.41,0.65,0,0.06,
781,Rakeem Nunez-Roches,Rakeem Nunez-Roches,#N/A,TAM,28,DT,16,1,,,0,,,0.06,0,0,0,0,0,1.06,0.31,0.75,0.19,0.06,
782,Ashton Dulin,Ashton Dulin,#N/A,IND,24,WR,17,1,,,0,,,0,0,3,0,1,0,1,0.71,0.29,0,0,
783,Patrick Johnson,Patrick Johnson,Patrick Johnson,PHI,23,DE,17,2,,,0,,,,,,,0,0,1,0.65,0.35,0.06,0,
784,Taylor Stallworth,Taylor Stallworth,#N/A,IND,26,DT,16,1,0,0,0,0,0.06,,,,,0,0.19,1,0.69,0.31,0.25,0.75,
785,Taven Bryan,Taven Bryan,#N/A,JAX,25,DT,15,0,,,0,,,,,,,0,0.13,1,0.67,0.33,0.27,0.53,
786,Josh Uche,Josh Uche,Josh Uche,NWE,23,LB,12,0,,,0,,,0,0,1,0,0,0.25,1,0.83,0.17,0.25,0.33,
787,Adam Butler,Adam Butler,#N/A,MIA,27,DT,17,1,0,0,0,0,0.18,,,,,0,0.12,1,0.53,0.47,0.12,0.29,
788,Cameron Sample,Cameron Sample,#N/A,CIN,22,DE,14,0,,,0,,,,,,,0,0.11,1,0.64,0.36,0.07,0.36,
789,A.J. Epenesa,A.J. Epenesa,#N/A,BUF,23,DE,14,0,0,0,0,0,0.07,,,,,0,0.11,1,0.57,0.43,0.14,0.64,
790,Zech McPhearson,Zech McPhearson,#N/A,PHI,23,DB,16,1,0,0,0,0,0.06,,,,,0,0,1,0.44,0.56,0,0,
791,Rashard Lawrence,Rashard Lawrence,#N/A,ARI,23,NT,11,7,,,0,,,,,,,0,0,1,0.55,0.45,0,0,
792,Marquel Lee,Marquel Lee,#N/A,LVR,26,LB,11,0,,,0,,,,,,,0,0,1,0.55,0.45,0,0,
793,Corn Elder,Corn Elder,#N/A,WAS,27,DB,5,0,0,0,0,0,0.2,,,,,0,0,1,1,0,0,0,
794,Chris Jones,Chris Jones,#N/A,TEN,26,DB,7,0,0,0,0,0,0.14,,,,,0,0,1,0.71,0.29,0,0,
795,Wyatt Ray,Wyatt Ray,#N/A,CIN,25,LB,15,1,,,0,,,0.07,0,0,0,0,0.07,1,0.33,0.67,0,0.13,
796,Nsimba Webster,Nsimba Webster,#N/A,CHI,25,WR,6,0,,,0,,,0,0.17,0,0,0,0,1,0.83,0.17,0,0,
797,Kevin Strong,Kevin Strong,#N/A,2TM,25,DT,6,0,,,0,,,,,,,0,0,1,0.67,0.33,0,0,
798,Chris Williamson,Chris Williamson,#N/A,ATL,24,CB,5,1,,,0,,,,,,,0,0,1,0.8,0.2,0,0,
799,Blake Cashman,Blake Cashman,Blake Cashman,NYJ,25,LB,3,1,,,0,,,,,,,0,0,1,1,0,0,0,
800,Jordan Evans,Jordan Evans,#N/A,CIN,26,LB,5,0,,,0,,,,,,,0,0,1,0.6,0.4,0,0,
801,Kai Nacua,Kai Nacua,#N/A,2TM,26,DB,4,0,,,0,,,,,,,0,0,1,0.75,0.25,0,0,
802,Curtis Robinson,Curtis Robinson,#N/A,2TM,23,LB,6,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0.17,
803,Damion Square,Damion Square,#N/A,3TM,32,DE,9,1,,,0,,,,,,,0,0.06,1,0.33,0.67,0,0.33,
804,Damon Arnette,Damon Arnette,#N/A,LVR,25,CB,4,0,0,0,0,0,0.25,,,,,0,0,1,0.5,0.5,0,0,
805,Brandin Bryant,Brandin Bryant,#N/A,BUF,28,DT,2,0,,,0,,,,,,,0,0,1,1,0,0,0.5,
806,Brandon Graham,Brandon Graham,#N/A,PHI,33,DE,2,2,,,0,,,,,,,0,0,1,1,0,0.5,0.5,
807,Maurice Hurst Jr.,Maurice Hurst Jr.,#N/A,SFO,26,DT,2,0,,,0,,,,,,,0,0,1,1,0,0.5,0,
808,Forrest Merrill,Forrest Merrill,#N/A,LAC,25,DT,4,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
809,Hardy Nickerson,Hardy Nickerson,#N/A,HOU,27,LB,2,0,,,0,,,,,,,0,0,1,1,0,0,0,
810,D'Angelo Ross,D'Angelo Ross,#N/A,NWE,25,DB,3,1,,,0,,,,,,,0,0,1,0.67,0.33,0,0,
811,Elerson Smith,Elerson Smith,Elerson Smith,NYG,23,DE,8,0,,,0,,,0.13,0,0,0,0,0,1,0.25,0.75,0,0.25,
812,Kary Vincent Jr.,Kary Vincent Jr.,#N/A,PHI,22,DB,2,1,,,0,,,,,,,0,0,1,1,0,0,0,
813,Doug Costin,Doug Costin,#N/A,JAX,24,DT,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
814,Tyler Coyle,Tyler Coyle,#N/A,DAL,23,S,2,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
815,Noah Dawkins,Noah Dawkins,#N/A,NYJ,24,LB,2,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
816,Jake Gervase,Jake Gervase,#N/A,LAR,26,DB,2,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
817,Joe Giles-Harris,Joe Giles-Harris,#N/A,BUF,24,LB,2,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
818,Tay Gowan,Tay Gowan,#N/A,PHI,23,DB,2,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
819,Frank Herron,Frank Herron,#N/A,CAR,27,DT,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
820,Michael Jackson,Michael Jackson,#N/A,SEA,24,DB,2,0,0,0,0,0,1,,,,,0,0,1,0.5,0.5,0,0,
821,Karl Joseph,Karl Joseph,#N/A,PIT,28,DB,2,0,0,0,0,0,0.5,,,,,0,0,1,0.5,0.5,0,0,
822,Lamarcus Joyner,Lamarcus Joyner,#N/A,NYJ,31,DB,1,1,,,0,,,,,,,0,0,1,1,0,0,0,
823,Ledarius Mack,Ledarius Mack,#N/A,CHI,25,LB,3,0,,,0,,,,,,,0,0,1,0.33,0.67,0,0,
824,Mark Nzeocha,Mark Nzeocha,#N/A,SFO,31,LB,2,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
825,LaRoy Reynolds,LaRoy Reynolds,#N/A,NYJ,31,LB,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
826,Za'Darius Smith,Za'Darius Smith,Za'Darius Smith,GNB,29,DE,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
827,Nick Thurman,Nick Thurman,#N/A,ATL,26,DE,1,0,,,0,,,,,,,0,0,1,1,0,0,1,
828,Marlon Tuipulotu,Marlon Tuipulotu,#N/A,PHI,22,DT,5,0,,,0,,,,,,,0,0,1,0.2,0.8,0,0,
829,Ethan Westbrooks,Ethan Westbrooks,#N/A,NOR,31,DE,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
830,Jabari Zuniga,Jabari Zuniga,#N/A,NYJ,24,DE,3,0,,,0,,,0.33,0,0,0,0,0.33,1,0.33,0.67,0,0.33,
831,Daniel Archibong,Daniel Archibong,#N/A,PIT,24,DT,2,0,,,0,,,,,,,0,0,1,0,1,0,0,
832,Matt Cole,Matt Cole,#N/A,CAR,25,WR,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
833,Shawn Davis,Shawn Davis,#N/A,GNB,23,DB,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
834,Innis Gaines,Innis Gaines,#N/A,GNB,23,S,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
835,Cameron Malveaux,Cameron Malveaux,#N/A,PHI,27,DE,3,0,,,0,,,,,,,0,0,1,0,1,0,0.67,
836,Benning Potoa'e,Benning Potoa'e,#N/A,TAM,25,DT,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
837,Hamilcar Rashed Jr.,Hamilcar Rashed Jr.,#N/A,NYJ,23,LB,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
838,Jordan Richards,Jordan Richards,#N/A,BAL,28,DB,2,0,,,0,,,,,,,0,0,1,0,1,0,0,
839,Jabaal Sheard,Jabaal Sheard,#N/A,MIA,32,DE,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
840,Akeem Spence,Akeem Spence,#N/A,WAS,30,DT,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
841,Marquiss Spencer,Marquiss Spencer,#N/A,DEN,24,DT,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
842,Connor Strachan,Connor Strachan,#N/A,HOU,26,LB,3,0,,,0,,,,,,,0,0,1,0,1,0,0,
843,Curtis Weaver,Curtis Weaver,#N/A,CLE,23,LB,1,0,,,0,,,,,,,0,0,1,0,1,0,1,
844,Rashad Weaver,Rashad Weaver,Rashad Weaver,TEN,24,DE,2,0,,,0,,,,,,,0,0,1,0,1,0,0,
845,Xavier Williams,Xavier Williams,#N/A,HOU,29,DT,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
846,Renell Wren,Renell Wren,#N/A,CIN,26,DT,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
847,Andre Chachere,Andre Chachere,#N/A,PHI,25,DB,16,1,,,0,,,,,,,0,0,0.94,0.81,0.13,0.06,0,
848,Matthias Farley,Matthias Farley,#N/A,TEN,29,DB,17,0,,,0,,,0.06,0,1,-1,0,0,0.94,0.71,0.24,0,0,
849,Justin Layne,Justin Layne,#N/A,PIT,23,DB,17,0,,,0,,,0,0,1,0,0,0,0.94,0.71,0.24,0,0,
